GEOID,NAME,overlap_frac,total_hh,hh_count,hh_count_weighted,total_hh_weighted,bracket_order,lower_bound,upper_bound,mhi,mhi_moe
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,0,0,967.8169873785697,9,45000,49999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,7,6.9914539851909066,967.8169873785697,10,50000,59999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,31,30.9621533629883,967.8169873785697,11,60000,74999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,289,288.6471716743103,967.8169873785697,12,75000,99999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,43,42.947503051887,967.8169873785697,13,100000,124999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,67,66.91820242968438,967.8169873785697,14,125000,149999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,133,132.8376257186272,967.8169873785697,15,150000,199999,86521,7224
06029003824,Census Tract 38.24; Kern County; California,0.998779140741558,969,91,90.88890180748179,967.8169873785697,16,200000,NA,86521,7224
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,0,0,189.1163359884526,1,0,9999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,39,10.229593763591748,189.1163359884526,2,10000,14999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,67,17.573917491298644,189.1163359884526,3,15000,19999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,63,16.524728387340517,189.1163359884526,4,20000,24999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,0,0,189.1163359884526,5,25000,29999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,40,10.49189103958128,189.1163359884526,6,30000,34999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,58,15.213242007392857,189.1163359884526,7,35000,39999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,36,9.442701935623152,189.1163359884526,8,40000,44999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,22,5.770540071769704,189.1163359884526,9,45000,49999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,76,19.93459297520443,189.1163359884526,10,50000,59999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,53,13.901755627445196,189.1163359884526,11,60000,74999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,162,42.49215871030419,189.1163359884526,12,75000,99999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,22,5.770540071769704,189.1163359884526,13,100000,124999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,36,9.442701935623152,189.1163359884526,14,125000,149999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,16,4.196756415832512,189.1163359884526,15,150000,199999,56387,13578
06029002305,Census Tract 23.05; Kern County; California,0.262297275989532,721,31,8.131215555675492,189.1163359884526,16,200000,NA,56387,13578
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,55,55.00000000000115,1565.0000000000327,1,0,9999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,139,139.0000000000029,1565.0000000000327,2,10000,14999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,48,48.000000000001,1565.0000000000327,3,15000,19999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,37,37.000000000000774,1565.0000000000327,4,20000,24999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,14,14.000000000000291,1565.0000000000327,5,25000,29999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,48,48.000000000001,1565.0000000000327,6,30000,34999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,26,26.000000000000544,1565.0000000000327,7,35000,39999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,55,55.00000000000115,1565.0000000000327,8,40000,44999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,81,81.00000000000169,1565.0000000000327,9,45000,49999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,47,47.00000000000098,1565.0000000000327,10,50000,59999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,135,135.0000000000028,1565.0000000000327,11,60000,74999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,208,208.00000000000435,1565.0000000000327,12,75000,99999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,184,184.00000000000384,1565.0000000000327,13,100000,124999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,140,140.00000000000293,1565.0000000000327,14,125000,149999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,192,192.000000000004,1565.0000000000327,15,150000,199999,86363,15856
06029000908,Census Tract 9.08; Kern County; California,1.0000000000000209,1565,156,156.00000000000327,1565.0000000000327,16,200000,NA,86363,15856
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,69,69.00000000000713,1809.0000000001871,1,0,9999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,91,91.00000000000942,1809.0000000001871,2,10000,14999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,33,33.00000000000342,1809.0000000001871,3,15000,19999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,193,193.00000000001998,1809.0000000001871,4,20000,24999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,82,82.00000000000848,1809.0000000001871,5,25000,29999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,97,97.00000000001003,1809.0000000001871,6,30000,34999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,126,126.00000000001303,1809.0000000001871,7,35000,39999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,46,46.00000000000476,1809.0000000001871,8,40000,44999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,147,147.0000000000152,1809.0000000001871,9,45000,49999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,177,177.0000000000183,1809.0000000001871,10,50000,59999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,161,161.00000000001666,1809.0000000001871,11,60000,74999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,248,248.00000000002566,1809.0000000001871,12,75000,99999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,38,38.00000000000393,1809.0000000001871,13,100000,124999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,119,119.0000000000123,1809.0000000001871,14,125000,149999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,19,19.000000000001965,1809.0000000001871,15,150000,199999,52873,8634
06029001902,Census Tract 19.02; Kern County; California,1.0000000000001035,1809,163,163.00000000001685,1809.0000000001871,16,200000,NA,52873,8634
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,38,32.736722128858744,647.8425010763625,1,0,9999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,137,118.02449820141179,647.8425010763625,2,10000,14999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,23,19.814331814835555,647.8425010763625,3,15000,19999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,118,101.65613713698241,647.8425010763625,4,20000,24999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,2,1.7229853752030917,647.8425010763625,5,25000,29999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,48,41.351649004874204,647.8425010763625,6,30000,34999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,34,29.29075137845256,647.8425010763625,7,35000,39999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,55,47.38209781808502,647.8425010763625,8,40000,44999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,3,2.5844780628046378,647.8425010763625,9,45000,49999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,43,37.044185566866474,647.8425010763625,10,50000,59999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,46,39.62866362967111,647.8425010763625,11,60000,74999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,109,93.9027029485685,647.8425010763625,12,75000,99999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,47,40.49015631727266,647.8425010763625,13,100000,124999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,49,42.213141692475745,647.8425010763625,14,125000,149999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,0,0,647.8425010763625,15,150000,199999,35735,9842
06029001500,Census Tract 15; Kern County; California,0.8614926876015458,752,0,0,647.8425010763625,16,200000,NA,35735,9842
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,67,67.00000000000672,1648.0000000001653,1,0,9999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,64,64.00000000000642,1648.0000000001653,2,10000,14999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,0,0,1648.0000000001653,3,15000,19999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,96,96.00000000000963,1648.0000000001653,4,20000,24999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,93,93.00000000000934,1648.0000000001653,5,25000,29999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,111,111.00000000001114,1648.0000000001653,6,30000,34999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,13,13.000000000001304,1648.0000000001653,7,35000,39999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,42,42.00000000000421,1648.0000000001653,8,40000,44999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,52,52.000000000005215,1648.0000000001653,9,45000,49999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,123,123.00000000001235,1648.0000000001653,10,50000,59999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,237,237.0000000000238,1648.0000000001653,11,60000,74999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,185,185.00000000001856,1648.0000000001653,12,75000,99999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,206,206.00000000002066,1648.0000000001653,13,100000,124999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,92,92.00000000000924,1648.0000000001653,14,125000,149999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,145,145.00000000001455,1648.0000000001653,15,150000,199999,71000,6703
06029002819,Census Tract 28.19; Kern County; California,1.0000000000001004,1648,122,122.00000000001225,1648.0000000001653,16,200000,NA,71000,6703
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,18,17.825467023046933,918.0115516869171,1,0,9999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,20,19.80607447005215,918.0115516869171,2,10000,14999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,72,71.30186809218773,918.0115516869171,3,15000,19999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,37,36.64123776959647,918.0115516869171,4,20000,24999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,64,63.379438304166875,918.0115516869171,5,25000,29999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,44,43.57336383411473,918.0115516869171,6,30000,34999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,28,27.72850425807301,918.0115516869171,7,35000,39999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,12,11.883644682031289,918.0115516869171,8,40000,44999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,101,100.02067607376335,918.0115516869171,9,45000,49999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,142,140.62312873737025,918.0115516869171,10,50000,59999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,161,159.43889948391978,918.0115516869171,11,60000,74999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,69,68.33095692167991,918.0115516869171,12,75000,99999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,111,109.92371330878943,918.0115516869171,13,100000,124999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,38,37.631541493099085,918.0115516869171,14,125000,149999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,0,0,918.0115516869171,15,150000,199999,54485,7621
06029002303,Census Tract 23.03; Kern County; California,0.9903037235026074,927,10,9.903037235026074,918.0115516869171,16,200000,NA,54485,7621
06029001104,Census Tract 11.04; Kern County; California,1,677,17,17,677,1,0,9999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,19,19,677,2,10000,14999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,31,31,677,3,15000,19999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,94,94,677,4,20000,24999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,55,55,677,5,25000,29999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,7,7,677,6,30000,34999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,62,62,677,7,35000,39999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,49,49,677,8,40000,44999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,0,0,677,9,45000,49999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,44,44,677,10,50000,59999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,54,54,677,11,60000,74999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,102,102,677,12,75000,99999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,77,77,677,13,100000,124999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,16,16,677,14,125000,149999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,33,33,677,15,150000,199999,50288,29594
06029001104,Census Tract 11.04; Kern County; California,1,677,17,17,677,16,200000,NA,50288,29594
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,36,35.808377777453686,1205.5487185076074,1,0,9999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,57,56.696598147635,1205.5487185076074,2,10000,14999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,13,12.930803086302719,1205.5487185076074,3,15000,19999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,21,20.888220370181315,1205.5487185076074,4,20000,24999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,42,41.77644074036263,1205.5487185076074,5,25000,29999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,86,85.54223580169491,1205.5487185076074,6,30000,34999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,70,69.62740123393772,1205.5487185076074,7,35000,39999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,91,90.51562160411903,1205.5487185076074,8,40000,44999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,152,151.19092839369333,1205.5487185076074,9,45000,49999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,121,120.35593641866377,1205.5487185076074,10,50000,59999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,144,143.23351110981474,1205.5487185076074,11,60000,74999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,154,153.18028271466298,1205.5487185076074,12,75000,99999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,108,107.42513333236106,1205.5487185076074,13,100000,124999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,66,65.64869259199843,1205.5487185076074,14,125000,149999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,51,50.728535184726056,1205.5487185076074,15,150000,199999,51439,10726
06029003128,Census Tract 31.28; Kern County; California,0.9946771604848246,1212,0,0,1205.5487185076074,16,200000,NA,51439,10726
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,84,64.46599723510798,737.5217064635568,1,0,9999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,19,14.581594612702997,737.5217064635568,2,10000,14999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,15,11.511785220554996,737.5217064635568,3,15000,19999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,0,0,737.5217064635568,4,20000,24999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,154,118.18766159769797,737.5217064635568,5,25000,29999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,117,89.79192472032898,737.5217064635568,6,30000,34999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,45,34.535355661664994,737.5217064635568,7,35000,39999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,12,9.209428176443998,737.5217064635568,8,40000,44999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,102,78.28013949977398,737.5217064635568,9,45000,49999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,0,0,737.5217064635568,10,50000,59999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,108,82.88485358799598,737.5217064635568,11,60000,74999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,118,90.55937706836598,737.5217064635568,12,75000,99999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,43,33.00045096559099,737.5217064635568,13,100000,124999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,39,29.93064157344299,737.5217064635568,14,125000,149999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,105,80.58249654388499,737.5217064635568,15,150000,199999,46198,18002
06029000701,Census Tract 7.01; Kern County; California,0.7674523480369998,961,0,0,737.5217064635568,16,200000,NA,46198,18002
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,0,0,1143.0000000000412,1,0,9999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,109,109.00000000000392,1143.0000000000412,2,10000,14999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,35,35.00000000000126,1143.0000000000412,3,15000,19999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,84,84.00000000000303,1143.0000000000412,4,20000,24999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,116,116.00000000000418,1143.0000000000412,5,25000,29999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,42,42.00000000000151,1143.0000000000412,6,30000,34999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,81,81.00000000000291,1143.0000000000412,7,35000,39999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,242,242.0000000000087,1143.0000000000412,8,40000,44999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,37,37.00000000000133,1143.0000000000412,9,45000,49999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,10,10.000000000000359,1143.0000000000412,10,50000,59999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,21,21.000000000000757,1143.0000000000412,11,60000,74999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,115,115.00000000000414,1143.0000000000412,12,75000,99999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,144,144.00000000000517,1143.0000000000412,13,100000,124999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,0,0,1143.0000000000412,14,125000,149999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,107,107.00000000000385,1143.0000000000412,15,150000,199999,42768,4716
06029002501,Census Tract 25.01; Kern County; California,1.000000000000036,1143,0,0,1143.0000000000412,16,200000,NA,42768,4716
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,4,3.999999999999581,845.9999999999113,1,0,9999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,15,14.999999999998428,845.9999999999113,2,10000,14999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,0,0,845.9999999999113,3,15000,19999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,24,23.999999999997485,845.9999999999113,4,20000,24999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,36,35.99999999999623,845.9999999999113,5,25000,29999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,7,6.999999999999266,845.9999999999113,6,30000,34999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,9,8.999999999999057,845.9999999999113,7,35000,39999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,0,0,845.9999999999113,8,40000,44999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,28,27.999999999997065,845.9999999999113,9,45000,49999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,103,102.9999999999892,845.9999999999113,10,50000,59999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,97,96.99999999998984,845.9999999999113,11,60000,74999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,84,83.99999999999119,845.9999999999113,12,75000,99999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,260,259.9999999999728,845.9999999999113,13,100000,124999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,106,105.99999999998889,845.9999999999113,14,125000,149999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,41,40.9999999999957,845.9999999999113,15,150000,199999,108790,30944
06029003217,Census Tract 32.17; Kern County; California,0.9999999999998952,846,32,31.999999999996646,845.9999999999113,16,200000,NA,108790,30944
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,10,10.00000000000076,865.0000000000657,1,0,9999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,8,8.000000000000608,865.0000000000657,2,10000,14999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,20,20.00000000000152,865.0000000000657,3,15000,19999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,28,28.000000000002125,865.0000000000657,4,20000,24999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,40,40.00000000000304,865.0000000000657,5,25000,29999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,11,11.000000000000835,865.0000000000657,6,30000,34999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,41,41.00000000000311,865.0000000000657,7,35000,39999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,51,51.00000000000387,865.0000000000657,8,40000,44999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,53,53.00000000000402,865.0000000000657,9,45000,49999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,74,74.00000000000561,865.0000000000657,10,50000,59999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,53,53.00000000000402,865.0000000000657,11,60000,74999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,114,114.00000000000865,865.0000000000657,12,75000,99999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,108,108.0000000000082,865.0000000000657,13,100000,124999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,53,53.00000000000402,865.0000000000657,14,125000,149999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,89,89.00000000000676,865.0000000000657,15,150000,199999,78562,12890
06029003811,Census Tract 38.11; Kern County; California,1.000000000000076,865,112,112.0000000000085,865.0000000000657,16,200000,NA,78562,12890
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,17,17.000000000000828,1152.000000000056,1,0,9999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,0,0,1152.000000000056,2,10000,14999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,5,5.000000000000243,1152.000000000056,3,15000,19999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,10,10.000000000000487,1152.000000000056,4,20000,24999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,259,259.0000000000126,1152.000000000056,5,25000,29999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,31,31.000000000001506,1152.000000000056,6,30000,34999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,6,6.000000000000291,1152.000000000056,7,35000,39999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,20,20.000000000000973,1152.000000000056,8,40000,44999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,64,64.00000000000311,1152.000000000056,9,45000,49999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,8,8.000000000000389,1152.000000000056,10,50000,59999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,140,140.00000000000682,1152.000000000056,11,60000,74999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,26,26.000000000001265,1152.000000000056,12,75000,99999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,112,112.00000000000544,1152.000000000056,13,100000,124999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,88,88.00000000000428,1152.000000000056,14,125000,149999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,230,230.0000000000112,1152.000000000056,15,150000,199999,89250,71685
06029003129,Census Tract 31.29; Kern County; California,1.0000000000000486,1152,136,136.00000000000662,1152.000000000056,16,200000,NA,89250,71685
06029003816,Census Tract 38.16; Kern County; California,0.9999999999999128,892,0,0,891.9999999999222,1,0,9999,104786,25746
06029003816,Census Tract 38.16; Kern County; California,0.9999999999999128,892,0,0,891.9999999999222,2,10000,14999,104786,25746
06029003816,Census Tract 38.16; Kern County; California,0.9999999999999128,892,0,0,891.9999999999222,3,15000,19999,104786,25746
